date,time,temperature,humidity,ventilation,light_intensity,ph,disease growth possibility level
4/15/2022,11:40,11.96,100,low,low,8.3,Moderate
4/15/2022,14:30,12.08,68,high,medium,8.6,Low
4/15/2022,17:40,30.48,94,medium,high,5.2,High
4/16/2022,8:30,21.18,55,low,high,6.6,Moderate
4/16/2022,11:40,13.38,51,high,medium,8.5,Low
4/16/2022,14:30,25.96,64,medium,high,6.8,Moderate
4/16/2022,17:40,21.63,53,low,high,6.1,Moderate
4/17/2022,8:30,28.51,52,high,high,7,Moderate
4/17/2022,11:40,16.55,61,high,medium,8.3,Low
4/17/2022,14:30,28.1,90,medium,high,5.6,High
4/17/2022,17:40,8.88,61,high,low,8.7,Low
4/18/2022,8:30,6.64,60,high,low,8.3,Low
4/18/2022,11:40,5.42,50,high,low,8.9,Low
4/18/2022,14:30,34.22,68,low,high,5.7,Moderate
4/18/2022,17:40,11.61,63,high,low,8.5,Low
4/19/2022,8:30,7.17,56,high,low,8.5,Low
4/19/2022,11:40,32.84,54,medium,high,6.9,Moderate
4/19/2022,14:30,5.4,55,high,low,8.2,Low
4/19/2022,17:40,11.36,97,medium,low,8.1,Moderate
4/20/2022,8:30,10.59,65,high,low,8.2,Low
4/20/2022,11:40,11.07,53,high,low,8.7,Low
4/20/2022,14:30,20.77,98,low,high,5.2,High
4/20/2022,17:40,9.94,69,high,low,9,Low
4/21/2022,8:30,30.44,55,medium,high,5.4,Moderate
4/21/2022,11:40,13.34,72,high,medium,8.2,Moderate
4/21/2022,14:30,15.92,58,high,medium,8.2,Low
4/21/2022,17:40,8.42,70,high,low,8.6,Moderate
4/22/2022,8:30,25.39,71,high,high,6.5,High
4/22/2022,11:40,20.68,85,low,high,5.6,High
4/22/2022,14:30,31.31,84,low,high,6.6,High
4/22/2022,17:40,6.74,50,high,low,8.5,Low
4/23/2022,8:30,29.04,67,low,high,6,Moderate
4/23/2022,11:40,14.99,60,high,medium,8.1,Low
4/23/2022,14:30,30.92,84,medium,high,6.8,High
4/23/2022,17:40,32.29,63,low,high,5.8,Moderate
4/24/2022,8:30,16.78,66,high,medium,8.7,Low
4/24/2022,11:40,27.56,75,medium,high,5.7,High
4/24/2022,14:30,11.59,51,high,low,8.3,Low
4/24/2022,17:40,23.4,99,medium,high,5.7,High
4/25/2022,8:30,22.05,88,low,high,5.1,High
4/25/2022,11:40,15.14,100,low,medium,8.4,Moderate
4/25/2022,14:30,28.64,51,low,high,6.4,Moderate
4/25/2022,17:40,7.61,68,high,low,8.8,Low
4/26/2022,8:30,23.78,63,medium,high,5.6,Moderate
4/26/2022,11:40,5.88,51,high,low,8.1,Low
4/26/2022,14:30,14.41,58,high,medium,8,Low
4/26/2022,17:40,10.11,60,high,low,8,Low
4/27/2022,8:30,13.5,62,high,medium,8.3,Low
4/27/2022,11:40,13.64,86,high,medium,8.3,Moderate
4/27/2022,14:30,5.76,50,high,low,8.5,Low
4/27/2022,17:40,5.35,66,high,low,8.7,Low
4/28/2022,8:30,30.19,64,high,high,6.5,Moderate
4/28/2022,11:40,20.19,57,medium,high,6.6,Moderate
4/28/2022,14:30,11.38,61,high,low,8.6,Low
4/28/2022,17:40,11.75,60,high,low,8,Low
4/29/2022,8:30,7.15,61,high,low,9,Low
4/29/2022,11:40,6.58,80,medium,low,8.9,Moderate
4/29/2022,14:30,16.27,88,low,medium,8.7,Moderate
4/29/2022,17:40,34.96,96,medium,high,5.4,High
4/30/2022,8:30,10.12,70,high,low,8.4,Moderate
4/30/2022,11:40,26.81,96,low,high,6,High
4/30/2022,14:30,33.28,57,low,high,5.8,Moderate
4/30/2022,17:40,14.25,51,high,medium,8.6,Low
5/1/2022,8:30,31.77,94,low,high,6.3,High
5/1/2022,11:40,5.15,64,high,low,8.2,Low
5/1/2022,14:30,8.23,54,high,low,8,Low
5/1/2022,17:40,24.57,83,medium,high,5.6,High
5/2/2022,8:30,6.89,55,high,low,8.9,Low
5/2/2022,11:40,10.72,50,high,low,8.9,Low
5/2/2022,14:30,6.85,63,high,low,8.5,Low
5/2/2022,17:40,7.64,58,high,low,8.3,Low
5/3/2022,8:30,14.17,66,high,medium,8.5,Low
5/3/2022,11:40,7.99,68,high,low,8.5,Low
5/3/2022,14:30,5.24,86,low,low,8.3,Moderate
5/3/2022,17:40,8.14,67,high,low,8.3,Low
5/4/2022,8:30,10.4,55,high,low,8.6,Low
5/4/2022,11:40,23.07,74,low,high,6.6,High
5/4/2022,14:30,15.19,56,high,medium,8,Low
5/4/2022,17:40,8.08,60,high,low,8.2,Low
5/5/2022,8:30,7.08,54,high,low,8.3,Low
5/5/2022,11:40,25.5,67,medium,high,5.5,Moderate
5/5/2022,14:30,19.44,58,low,medium,6.3,Moderate
5/5/2022,17:40,15.97,50,high,medium,8.1,Low
5/6/2022,8:30,20.38,74,medium,high,5,High
5/6/2022,11:40,10.41,75,high,low,8.7,Moderate
5/6/2022,14:30,8.73,64,high,low,8.3,Low
5/6/2022,17:40,11.55,57,high,low,8.8,Low
5/7/2022,8:30,18.19,78,medium,medium,5.1,High
5/7/2022,11:40,30.54,76,low,high,5.8,High
5/7/2022,14:30,12.35,70,high,medium,8.5,Moderate
5/7/2022,17:40,20.52,58,low,high,5.4,Moderate
5/8/2022,8:30,16.38,59,high,medium,8.8,Low
5/8/2022,11:40,13.12,61,high,medium,8.5,Low
5/8/2022,14:30,7.67,70,high,low,8.7,Moderate
5/8/2022,17:40,9.81,55,high,low,8.4,Low
5/9/2022,8:30,28.46,60,high,high,5.4,Moderate
5/9/2022,11:40,24.46,97,medium,high,5.6,High
5/9/2022,14:30,15.99,66,high,medium,8.1,Low
5/9/2022,17:40,19.27,95,low,medium,5.5,High
5/10/2022,8:30,12.16,58,high,medium,8.8,Low
5/10/2022,11:40,16.09,69,high,medium,8.7,Low
5/10/2022,14:30,10.79,70,high,low,8.4,Moderate
5/10/2022,17:40,9.12,82,low,low,8.5,Moderate
5/11/2022,8:30,7.7,72,medium,low,8.2,Moderate
5/11/2022,11:40,21.57,61,medium,high,6.9,Moderate
5/11/2022,14:30,12.71,52,high,medium,8.7,Low
5/11/2022,17:40,10.08,53,high,low,8.5,Low
5/12/2022,8:30,12.16,65,high,medium,8.1,Low
5/12/2022,11:40,8.58,61,high,low,8.3,Low
5/12/2022,14:30,7.3,62,high,low,9,Low
5/12/2022,17:40,16.1,67,high,medium,8.7,Low
5/13/2022,8:30,5.62,69,high,low,8.4,Low
5/13/2022,11:40,24.31,50,low,high,6.4,Moderate
5/13/2022,14:30,12.22,64,high,medium,8.1,Low
5/13/2022,17:40,27.23,63,low,high,5,Moderate
5/14/2022,8:30,22.58,59,low,high,6.3,Moderate
5/14/2022,11:40,16.61,71,high,medium,8.4,Moderate
5/14/2022,14:30,15.28,51,high,medium,8.8,Low
5/14/2022,17:40,30.35,64,medium,high,5.3,Moderate
5/15/2022,8:30,5.9,52,high,low,8.9,Low
5/15/2022,11:40,15.25,62,high,medium,8.1,Low
5/15/2022,14:30,24.64,94,low,high,5.1,High
5/15/2022,17:40,23.47,98,low,high,6.1,High
5/16/2022,8:30,12.56,65,high,medium,8.5,Low
5/16/2022,11:40,5.38,66,high,low,8.9,Low
5/16/2022,14:30,28.21,77,medium,high,6.8,High
5/16/2022,17:40,23.42,90,high,high,5.9,High
5/17/2022,8:30,18.72,77,medium,medium,5.8,High
5/17/2022,11:40,15.54,89,high,medium,8.9,Moderate
5/17/2022,14:30,26.49,76,medium,high,5.2,High
5/17/2022,17:40,22.67,51,low,high,5.9,Moderate
5/18/2022,8:30,19.37,85,low,medium,5.5,High
5/18/2022,11:40,11.91,95,medium,low,8.8,Moderate
5/18/2022,14:30,8.1,70,high,low,8.5,Moderate
5/18/2022,17:40,16.2,72,medium,medium,8.1,Moderate
5/19/2022,8:30,10.85,58,high,low,8.3,Low
5/19/2022,11:40,8.74,52,high,low,8.3,Low
5/19/2022,14:30,27.35,95,medium,high,6.1,High
5/19/2022,17:40,11.62,65,high,low,8.2,Low
5/20/2022,8:30,15.05,83,high,medium,8.8,Moderate
5/20/2022,11:40,7.88,58,high,low,8.7,Low
5/20/2022,14:30,23.05,68,medium,high,5.2,Moderate
5/20/2022,17:40,12.42,83,medium,medium,8.8,Moderate
5/21/2022,8:30,12.48,78,high,medium,8.7,Moderate
5/21/2022,11:40,8.67,83,low,low,8.7,Moderate
5/21/2022,14:30,28.88,53,high,high,5.2,Moderate
5/21/2022,17:40,9.44,70,high,low,8.5,Moderate
5/22/2022,8:30,12.3,77,low,medium,8.4,Moderate
5/22/2022,11:40,9.53,67,high,low,8.5,Low
5/22/2022,14:30,26.83,89,medium,high,6.6,High
5/22/2022,17:40,6.77,66,high,low,8,Low
5/23/2022,8:30,24.13,50,high,high,6.3,Moderate
5/23/2022,11:40,18.52,65,high,medium,6.6,Moderate
5/23/2022,14:30,13.43,66,high,medium,8.7,Low
5/23/2022,17:40,23.83,54,low,high,6,Moderate
5/24/2022,8:30,13.03,59,high,medium,8.3,Low
5/24/2022,11:40,10.44,67,high,low,9,Low
5/24/2022,14:30,14.69,84,medium,medium,8.8,Moderate
5/24/2022,17:40,8.69,97,medium,low,8.3,Moderate
5/25/2022,8:30,14.77,59,high,medium,8.5,Low
5/25/2022,11:40,5.16,56,high,low,8.3,Low
5/25/2022,14:30,10.99,75,high,low,9,Moderate
5/25/2022,17:40,15.98,84,low,medium,8.3,Moderate
5/26/2022,8:30,14.59,58,high,medium,8.1,Low
5/26/2022,11:40,23.3,77,low,high,6.2,High
5/26/2022,14:30,7.32,73,medium,low,8.2,Moderate
5/26/2022,17:40,7,62,high,low,8.9,Low
5/27/2022,8:30,18.94,82,low,medium,5.2,High
5/27/2022,11:40,15.14,65,high,medium,8.5,Low
5/27/2022,14:30,26.87,54,medium,high,5,Moderate
5/27/2022,17:40,12.68,63,high,medium,8.2,Low
5/28/2022,8:30,8.4,79,medium,low,8.2,Moderate
5/28/2022,11:40,23.31,84,high,high,6,High
5/28/2022,14:30,15.09,68,high,medium,8.3,Low
5/28/2022,17:40,10.2,60,high,low,8.5,Low
5/29/2022,8:30,10.2,58,high,low,8.5,Low
5/29/2022,11:40,27.54,92,low,high,6.8,High
5/29/2022,14:30,32.6,87,medium,high,6.5,High
5/29/2022,17:40,14.28,64,high,medium,8.8,Low
5/30/2022,8:30,5.36,59,high,low,8.9,Low
5/30/2022,11:40,15.6,60,high,medium,8.4,Low
5/30/2022,14:30,8.52,91,medium,low,9,Moderate
5/30/2022,17:40,12.81,68,high,medium,8.1,Low
5/31/2022,8:30,10.87,89,low,low,8.9,Moderate
5/31/2022,11:40,15.42,55,high,medium,8.7,Low
5/31/2022,14:30,30.03,88,high,high,6.5,High
5/31/2022,17:40,32.94,72,high,high,6.4,High
6/1/2022,8:30,20.91,63,medium,high,5.1,Moderate
6/1/2022,11:40,10.39,88,low,low,8.1,Moderate
6/1/2022,14:30,5.67,82,low,low,8.9,Moderate
6/1/2022,17:40,7.02,56,high,low,8.7,Low
6/2/2022,8:30,14.56,94,medium,medium,8.6,Moderate
6/2/2022,11:40,29.32,57,medium,high,5.6,Moderate
6/2/2022,14:30,13.85,87,medium,medium,8.2,Moderate
6/2/2022,17:40,6.86,67,high,low,8.9,Low
6/3/2022,8:30,20.26,67,low,high,6.7,Moderate
6/3/2022,11:40,18.91,76,medium,medium,6.2,High
6/3/2022,14:30,16.14,55,high,medium,8.7,Low
6/3/2022,17:40,7.31,81,low,low,8.2,Moderate
6/4/2022,8:30,5.3,63,high,low,8.2,Low
6/4/2022,11:40,21.43,54,low,high,5.9,Moderate
6/4/2022,14:30,5.56,95,low,low,8.6,Moderate
6/4/2022,17:40,7.05,66,high,low,8.9,Low
6/5/2022,8:30,10.17,57,high,low,8.9,Low
6/5/2022,11:40,30.1,51,medium,high,5.4,Moderate
6/5/2022,14:30,10.48,67,high,low,8.9,Low
6/5/2022,17:40,9.06,70,high,low,8.7,Moderate
6/6/2022,8:30,13.61,58,high,medium,8,Low
6/6/2022,11:40,13.29,70,high,medium,8.8,Moderate
6/6/2022,14:30,13.2,66,high,medium,8.1,Low
6/6/2022,17:40,10.76,53,high,low,8.3,Low
6/7/2022,8:30,33.45,63,medium,high,6.3,Moderate
6/7/2022,11:40,7.56,61,high,low,8,Low
6/7/2022,14:30,25.99,75,high,high,6.9,High
6/7/2022,17:40,14.42,60,high,medium,8.1,Low
6/8/2022,8:30,11.44,50,high,low,8.3,Low
6/8/2022,11:40,10.15,67,high,low,8,Low
6/8/2022,14:30,12.27,64,high,medium,8.3,Low
6/8/2022,17:40,19.75,50,low,medium,5.4,Moderate
6/9/2022,8:30,31.31,57,medium,high,5.7,Moderate
6/9/2022,11:40,7.32,70,high,low,8.3,Moderate
6/9/2022,14:30,13.02,56,high,medium,8.9,Low
6/9/2022,17:40,11.48,70,high,low,8.9,Moderate
6/10/2022,8:30,28.65,61,low,high,6.4,Moderate
6/10/2022,11:40,7.53,65,high,low,8.4,Low
6/10/2022,14:30,11.18,54,high,low,8.4,Low
6/10/2022,17:40,9.13,58,high,low,8.3,Low
6/11/2022,8:30,6.81,56,high,low,8.4,Low
6/11/2022,11:40,6.95,55,high,low,8.6,Low
6/11/2022,14:30,8.35,50,high,low,8.6,Low
6/11/2022,17:40,26.34,82,medium,high,5.8,High
6/12/2022,8:30,25.69,89,high,high,6.7,High
6/12/2022,11:40,18.75,76,medium,medium,5.3,High
6/12/2022,14:30,9.83,63,high,low,8.3,Low
6/12/2022,17:40,5.52,90,low,low,8.2,Moderate
6/13/2022,8:30,28.42,62,medium,high,5.6,Moderate
6/13/2022,11:40,13.53,54,high,medium,8.3,Low
6/13/2022,14:30,15.15,55,high,medium,8.8,Low
6/13/2022,17:40,16.65,65,high,medium,8.5,Low
6/14/2022,8:30,21.15,74,high,high,6.9,High
6/14/2022,11:40,15.24,69,high,medium,8.1,Low
6/14/2022,14:30,9.74,51,high,low,8.9,Low
6/14/2022,17:40,28.92,57,low,high,5.9,Moderate
6/15/2022,8:30,7.32,67,high,low,8.3,Low
6/15/2022,11:40,11.19,62,high,low,8.6,Low
6/15/2022,14:30,6.96,55,high,low,8.8,Low
6/15/2022,17:40,13.9,86,low,medium,8.8,Moderate
6/16/2022,8:30,25.53,73,low,high,5.5,High
6/16/2022,11:40,10.12,97,high,low,8.7,Moderate
6/16/2022,14:30,14.17,68,high,medium,8.6,Low
6/16/2022,17:40,13.49,100,low,medium,8.4,Moderate
6/17/2022,8:30,20.24,77,medium,high,5.8,High
6/17/2022,11:40,5.06,68,high,low,8.6,Low
6/17/2022,14:30,26.69,97,medium,high,6.2,High
6/17/2022,17:40,20.03,59,low,high,5.1,Moderate
6/18/2022,8:30,34.01,98,low,high,5.7,High
6/18/2022,11:40,10.49,66,high,low,8.3,Low
6/18/2022,14:30,14,68,high,medium,8.5,Low
6/18/2022,17:40,15.78,60,high,medium,8.9,Low
6/19/2022,8:30,9.6,64,high,low,8.2,Low
6/19/2022,11:40,12.05,63,high,medium,8.4,Low
6/19/2022,14:30,13.01,85,medium,medium,8,Moderate
6/19/2022,17:40,7.44,78,medium,low,8.9,Moderate
6/20/2022,8:30,33.84,88,low,high,5.8,High
6/20/2022,11:40,26.2,62,low,high,6,Moderate
6/20/2022,14:30,28.83,50,low,high,5.9,Moderate
6/20/2022,17:40,7.59,58,high,low,8.3,Low
6/21/2022,8:30,8.23,72,medium,low,8.8,Moderate
6/21/2022,11:40,5.49,70,high,low,8.7,Moderate
6/21/2022,14:30,12.89,65,high,medium,8.8,Low
6/21/2022,17:40,11.59,51,high,low,8.6,Low
6/22/2022,8:30,31.68,59,medium,high,5.1,Moderate
6/22/2022,11:40,10.22,56,high,low,8.9,Low
6/22/2022,14:30,14.83,56,high,medium,8.5,Low
6/22/2022,17:40,10.94,86,medium,low,8.7,Moderate
6/23/2022,8:30,26.68,70,medium,high,5.5,High
6/23/2022,11:40,28.44,57,medium,high,5.6,Moderate
6/23/2022,14:30,26.45,87,low,high,5.9,High
6/23/2022,17:40,7.71,67,high,low,8.8,Low
6/24/2022,8:30,8.52,87,medium,low,8.9,Moderate
6/24/2022,11:40,10.93,68,high,low,8.8,Low
6/24/2022,14:30,34.27,90,medium,high,5,High
6/24/2022,17:40,28.82,55,high,high,6.7,Moderate
6/25/2022,8:30,9.23,59,high,low,8.3,Low
6/25/2022,11:40,20.06,64,low,high,6.6,Moderate
6/25/2022,14:30,15.87,57,high,medium,8.5,Low
6/25/2022,17:40,32.81,97,low,high,5.6,High
6/26/2022,8:30,15.12,58,high,medium,8.5,Low
6/26/2022,11:40,24.06,93,medium,high,5.3,High
6/26/2022,14:30,9.1,93,medium,low,8.4,Moderate
6/26/2022,17:40,12.04,91,low,medium,8.4,Moderate
6/27/2022,8:30,29.53,57,medium,high,5.2,Moderate
6/27/2022,11:40,18.23,81,low,medium,5.9,High
6/27/2022,14:30,14.26,55,high,medium,9,Low
6/27/2022,17:40,11.77,76,low,low,8.8,Moderate
6/28/2022,8:30,12.1,100,medium,medium,8.5,Moderate
6/28/2022,11:40,10.69,58,high,low,8.7,Low
6/28/2022,14:30,10.98,88,low,low,8.7,Moderate
6/28/2022,17:40,8.5,63,high,low,8.5,Low
6/29/2022,8:30,12.35,55,high,medium,8.3,Low
6/29/2022,11:40,12.84,52,high,medium,8.2,Low
6/29/2022,14:30,32.64,57,low,high,5.7,Moderate
6/29/2022,17:40,13.8,61,high,medium,8.6,Low
6/30/2022,8:30,9.41,63,high,low,8.7,Low
6/30/2022,11:40,29.9,99,medium,high,6.4,High
6/30/2022,14:30,7.59,67,high,low,8.7,Low
6/30/2022,17:40,27.12,51,medium,high,6,Moderate
7/1/2022,8:30,7.44,63,high,low,8.1,Low
7/1/2022,11:40,8.01,99,low,low,8.6,Moderate
7/1/2022,14:30,26.39,53,low,high,5.9,Moderate
7/1/2022,17:40,7.76,57,high,low,8.9,Low
7/2/2022,8:30,11.57,63,high,low,8.7,Low
7/2/2022,11:40,5.54,97,low,low,8.7,Moderate
7/2/2022,14:30,34.98,57,low,high,5.7,Moderate
7/2/2022,17:40,13.31,61,high,medium,8.6,Low
7/3/2022,8:30,28.76,81,high,high,6.3,High
7/3/2022,11:40,12.64,63,high,medium,8.1,Low
7/3/2022,14:30,6.32,88,medium,low,8.5,Moderate
7/3/2022,17:40,15.09,69,high,medium,8.2,Low
7/4/2022,8:30,15.84,59,high,medium,8.4,Low
7/4/2022,11:40,9.19,81,low,low,8.5,Moderate
7/4/2022,14:30,7.75,72,medium,low,8.6,Moderate
7/4/2022,17:40,15.06,89,medium,medium,8.7,Moderate
7/5/2022,8:30,6.59,91,low,low,8.7,Moderate
7/5/2022,11:40,8.46,60,high,low,8.6,Low
7/5/2022,14:30,13.35,99,low,medium,8.3,Moderate
7/5/2022,17:40,21.96,84,low,high,6,High
7/6/2022,8:30,5.08,59,high,low,8.2,Low
7/6/2022,11:40,8.19,67,high,low,8.9,Low
7/6/2022,14:30,15.77,67,high,medium,8.9,Low
7/6/2022,17:40,16.48,60,high,medium,8.5,Low
7/7/2022,8:30,6.71,91,medium,low,8.9,Moderate
7/7/2022,11:40,8.84,66,high,low,8.3,Low
7/7/2022,14:30,15.25,54,high,medium,8.6,Low
7/7/2022,17:40,15.93,60,high,medium,8,Low
7/8/2022,8:30,15.27,59,high,medium,8.3,Low
7/8/2022,11:40,16.92,51,high,medium,8,Low
7/8/2022,14:30,19.85,82,low,medium,5.6,High
7/8/2022,17:40,33.91,70,high,high,5,High
7/9/2022,8:30,27.45,85,medium,high,6.2,High
7/9/2022,11:40,7.8,69,high,low,8.1,Low
7/9/2022,14:30,29.18,60,medium,high,6,Moderate
7/9/2022,17:40,6.13,70,high,low,8.2,Moderate
7/10/2022,8:30,14.96,64,high,medium,8.5,Low
7/10/2022,11:40,26.02,74,low,high,6.8,High
7/10/2022,14:30,27.25,54,high,high,6.2,Moderate
7/10/2022,17:40,13.34,51,high,medium,8.5,Low
7/11/2022,8:30,7.53,59,high,low,8.3,Low
7/11/2022,11:40,6.83,51,high,low,8.3,Low
7/11/2022,14:30,10.87,89,medium,low,8.4,Moderate
7/11/2022,17:40,26.93,53,medium,high,5.1,Moderate
7/12/2022,8:30,34.65,98,low,high,6.9,High
7/12/2022,11:40,29.92,77,medium,high,6.6,High
7/12/2022,14:30,11.6,58,high,low,8.3,Low
7/12/2022,17:40,28.25,73,medium,high,5.2,High
7/13/2022,8:30,10.02,50,high,low,8.6,Low
7/13/2022,11:40,11.73,53,high,low,8.1,Low
7/13/2022,14:30,28.3,52,medium,high,6.8,Moderate
7/13/2022,17:40,23.3,74,medium,high,5.1,High
7/14/2022,8:30,12.05,68,high,medium,8.5,Low
7/14/2022,11:40,6.66,65,high,low,8.9,Low
7/14/2022,14:30,16.03,95,medium,medium,8.3,Moderate
7/14/2022,17:40,30.28,53,medium,high,6.1,Moderate
7/15/2022,8:30,20.61,69,high,high,5.6,Moderate
7/15/2022,11:40,24.94,89,low,high,6.1,High
7/15/2022,14:30,15.12,85,low,medium,8.2,Moderate
7/15/2022,17:40,14.59,58,high,medium,8.1,Low
7/16/2022,8:30,10.93,68,high,low,8.1,Low
7/16/2022,11:40,14.84,70,high,medium,8.8,Moderate
7/16/2022,14:30,8.32,57,high,low,8.5,Low
7/16/2022,17:40,26.71,69,medium,high,5.7,Moderate
7/17/2022,8:30,16.1,60,high,medium,8.9,Low
7/17/2022,11:40,18.64,85,medium,medium,6.6,High
7/17/2022,14:30,12.21,67,high,medium,8.3,Low
7/17/2022,17:40,14.15,56,high,medium,8.1,Low
7/18/2022,8:30,7.06,53,high,low,8.6,Low
7/18/2022,11:40,12.52,76,medium,medium,8.5,Moderate
7/18/2022,14:30,18.75,53,low,medium,6.5,Moderate
7/18/2022,17:40,9.86,65,high,low,8.4,Low
7/19/2022,8:30,31.22,69,low,high,6,Moderate
7/19/2022,11:40,19.26,64,low,medium,6.3,Moderate
7/19/2022,14:30,10.19,61,high,low,8.4,Low
7/19/2022,17:40,7.68,51,high,low,8.7,Low
7/20/2022,8:30,8.06,69,high,low,8.8,Low
7/20/2022,11:40,8.43,82,medium,low,8.4,Moderate
7/20/2022,14:30,6.09,78,medium,low,9,Moderate
7/20/2022,17:40,11.78,60,high,low,8.5,Low
7/21/2022,8:30,22.52,58,low,high,6.7,Moderate
7/21/2022,11:40,26.58,74,medium,high,5.7,High
7/21/2022,14:30,7.79,75,low,low,9,Moderate
7/21/2022,17:40,20.92,85,high,high,6.1,High
7/22/2022,8:30,12.01,71,high,medium,8.9,Moderate
7/22/2022,11:40,14.79,57,high,medium,8.3,Low
7/22/2022,14:30,10.79,85,low,low,8.9,Moderate
7/22/2022,17:40,10.86,64,high,low,8.1,Low
7/23/2022,8:30,13.71,64,high,medium,8.1,Low
7/23/2022,11:40,33.16,66,high,high,6.5,Moderate
7/23/2022,14:30,33.77,70,low,high,6.9,High
7/23/2022,17:40,14.47,65,high,medium,8.6,Low
7/24/2022,8:30,6.14,80,low,low,8.2,Moderate
7/24/2022,11:40,32.37,50,medium,high,5.9,Moderate
7/24/2022,14:30,6.44,60,high,low,8.1,Low
7/24/2022,17:40,5.11,65,high,low,8.6,Low
7/25/2022,8:30,18.08,74,high,medium,6.4,High
7/25/2022,11:40,5.03,84,low,low,8.3,Moderate
7/25/2022,14:30,23.19,53,low,high,5,Moderate
7/25/2022,17:40,14.47,58,high,medium,8.1,Low
7/26/2022,8:30,22.95,82,medium,high,5.9,High
7/26/2022,11:40,14.12,50,high,medium,8.2,Low
7/26/2022,14:30,25.25,91,low,high,5.1,High
7/26/2022,17:40,27.91,94,low,high,7,High
7/27/2022,8:30,9.62,70,high,low,8.7,Moderate
7/27/2022,11:40,6.17,95,high,low,8.8,Moderate
7/27/2022,14:30,28.57,81,medium,high,5.1,High
7/27/2022,17:40,6.14,80,high,low,9,Moderate
7/28/2022,8:30,11.08,51,high,low,8.1,Low
7/28/2022,11:40,25.48,85,high,high,6.8,High
7/28/2022,14:30,32.96,98,low,high,5.5,High
7/28/2022,17:40,9.52,97,medium,low,8.4,Moderate
7/29/2022,8:30,28.04,67,high,high,6.6,Moderate
7/29/2022,11:40,13.24,59,high,medium,8.7,Low
7/29/2022,14:30,11.3,66,high,low,8.1,Low
7/29/2022,17:40,9.13,54,high,low,8.5,Low
7/30/2022,8:30,9.24,52,high,low,8.4,Low
7/30/2022,11:40,14.03,95,medium,medium,8.8,Moderate
7/30/2022,14:30,30.05,86,medium,high,6.4,High
7/30/2022,17:40,15.32,61,high,medium,8.2,Low
7/31/2022,8:30,12.39,66,high,medium,8.7,Low
7/31/2022,11:40,16.07,54,high,medium,8.3,Low
7/31/2022,14:30,5.08,67,high,low,9,Low
7/31/2022,17:40,11.68,59,high,low,8.7,Low
8/1/2022,8:30,34.08,62,medium,high,6.2,Moderate
8/1/2022,11:40,14.16,59,high,medium,8.6,Low
8/1/2022,14:30,16.41,60,high,medium,8.5,Low
8/1/2022,17:40,21.48,98,high,high,5.5,High
8/2/2022,8:30,12.64,81,low,medium,8.1,Moderate
8/2/2022,11:40,27.14,57,low,high,6.5,Moderate
8/2/2022,14:30,27.31,58,high,high,6.4,Moderate
8/2/2022,17:40,13.75,69,high,medium,8.8,Low
8/3/2022,8:30,6.55,56,high,low,8.1,Low
8/3/2022,11:40,25.31,55,high,high,5.1,Moderate
8/3/2022,14:30,18.34,66,medium,medium,5,Moderate
8/3/2022,17:40,11.45,67,high,low,8.8,Low
8/4/2022,8:30,25.93,94,low,high,5.2,High
8/4/2022,11:40,9.85,58,high,low,8.4,Low
8/4/2022,14:30,27.07,96,medium,high,6.1,High
8/4/2022,17:40,10.79,74,medium,low,8.4,Moderate
8/5/2022,8:30,34.69,63,medium,high,5.7,Moderate
8/5/2022,11:40,16.36,52,high,medium,8.1,Low
8/5/2022,14:30,15.61,86,low,medium,8.6,Moderate
8/5/2022,17:40,27.36,96,low,high,5.6,High
8/6/2022,8:30,34.98,76,low,high,5.9,High
8/6/2022,11:40,30.72,93,low,high,6.3,High
8/6/2022,14:30,12.56,99,low,medium,8.1,Moderate
8/6/2022,17:40,6.37,72,medium,low,8.6,Moderate
8/7/2022,8:30,10.38,50,high,low,8.6,Low
8/7/2022,11:40,7.68,93,medium,low,8.3,Moderate
8/7/2022,14:30,32.22,55,low,high,6.7,Moderate
8/7/2022,17:40,8.46,88,low,low,8.5,Moderate
8/8/2022,8:30,5.42,59,high,low,8.2,Low
8/8/2022,11:40,21.63,63,medium,high,5.5,Moderate
8/8/2022,14:30,15.22,91,low,medium,8.1,Moderate
8/8/2022,17:40,33.28,61,high,high,6.4,Moderate
8/9/2022,8:30,8.7,93,low,low,8.5,Moderate
8/9/2022,11:40,9.75,86,high,low,8.2,Moderate
8/9/2022,14:30,8.58,69,high,low,8.9,Low
8/9/2022,17:40,30.34,60,medium,high,6.9,Moderate
8/10/2022,8:30,28.52,58,high,high,7,Moderate
8/10/2022,11:40,11.92,73,medium,low,8.7,Moderate
8/10/2022,14:30,23.63,93,medium,high,5,High
8/10/2022,17:40,13.58,76,high,medium,8.6,Moderate
8/11/2022,8:30,30.32,58,low,high,5.8,Moderate
8/11/2022,11:40,13.64,58,high,medium,8.3,Low
8/11/2022,14:30,18.34,67,medium,medium,6.9,Moderate
8/11/2022,17:40,8.83,93,low,low,8.2,Moderate
8/12/2022,8:30,12.24,61,high,medium,8.8,Low
8/12/2022,11:40,6.68,51,high,low,8.4,Low
8/12/2022,14:30,11.35,69,high,low,8.7,Low
8/12/2022,17:40,25.67,78,low,high,5.7,High
8/13/2022,8:30,13.09,86,medium,medium,8.9,Moderate
8/13/2022,11:40,23.22,57,low,high,5.8,Moderate
8/13/2022,14:30,7.68,56,high,low,8.3,Low
8/13/2022,17:40,10.77,75,high,low,8.1,Moderate
